0.0000000000,HIV seeding,(none),-1,-1,-1.0000000000,(none),-1,-1,-1.0000000000
0.0032821900,formation,man_100,100,0,29.1240086022,woman_123,123,1,33.1937732220
0.0200915212,diagnosis,woman_143,143,1,30.5620265460,(none),-1,-1,-1.0000000000
0.0201346001,monitoring,woman_143,143,1,30.5620696249,(none),-1,-1,-1.0000000000,CD4,767.722
0.0317117855,formation,man_58,58,0,22.0062042442,woman_109,109,1,32.6893423279
0.0400862550,formation,man_26,26,0,16.1714940978,woman_123,123,1,33.2305772870
0.0565944813,formation,man_19,19,0,52.0946997327,woman_193,193,1,27.3568720040
0.0789176559,dissolution,man_26,26,0,16.2103254987,woman_123,123,1,33.2694086879
0.0789176559,(relationshipended),man_26,26,0,16.2103254987,woman_123,123,1,33.2694086879,formationtime,0.0400862550,relationage,0.0388314009
0.1011691702,formation,man_43,43,0,30.1980431260,woman_104,104,1,39.3624509595
0.1079344089,diagnosis,man_43,43,0,30.2048083647,(none),-1,-1,-1.0000000000
0.1080400202,monitoring,man_43,43,0,30.2049139760,(none),-1,-1,-1.0000000000,CD4,731.247
0.1239791091,formation,man_95,95,0,26.9989114317,woman_128,128,1,59.5122468772
0.1499572854,diagnosis,man_37,37,0,41.9423022898,(none),-1,-1,-1.0000000000
0.1499645245,monitoring,man_37,37,0,41.9423095289,(none),-1,-1,-1.0000000000,CD4,752.229
0.1595248518,formation,man_88,88,0,58.0532253680,woman_109,109,1,32.8171553943
0.1716150152,diagnosis,woman_194,194,1,14.1046078277,(none),-1,-1,-1.0000000000
0.1717090473,monitoring,woman_194,194,1,14.1047018599,(none),-1,-1,-1.0000000000,CD4,910.913
0.1732456096,formation,man_52,52,0,21.5537737659,woman_115,115,1,81.2705525261
0.1749190275,formation,man_50,50,0,18.9499608268,woman_155,155,1,27.4111662008
0.1792130977,formation,man_69,69,0,36.4213811569,woman_177,177,1,33.9976641212
0.1797842274,diagnosis,man_11,11,0,13.7786899529,(none),-1,-1,-1.0000000000
0.1798912585,monitoring,man_11,11,0,13.7787969840,(none),-1,-1,-1.0000000000,CD4,716.47
0.1882351061,diagnosis,woman_138,138,1,36.1283572407,(none),-1,-1,-1.0000000000
0.1882419030,monitoring,woman_138,138,1,36.1283640375,(none),-1,-1,-1.0000000000,CD4,1019.52
0.1965694223,formation,man_64,64,0,68.9803105496,woman_109,109,1,32.8541999647
0.1986323959,formation,man_76,76,0,45.6612092687,woman_132,132,1,32.9898180646
0.2057746356,formation,man_86,86,0,59.9986573871,woman_200,200,1,21.5761321733
0.2174330008,diagnosis,man_10,10,0,50.4494067769,(none),-1,-1,-1.0000000000
0.2175228419,monitoring,man_10,10,0,50.4494966180,(none),-1,-1,-1.0000000000,CD4,1004.84
0.2216894731,formation,man_15,15,0,44.6277401549,woman_160,160,1,38.3873241186
0.2373467512,formation,man_3,3,0,30.7524992540,woman_124,124,1,19.0852615660
0.2417975010,debut,woman_121,121,1,15.0000000000,(none),-1,-1,-1.0000000000
0.2464590876,diagnosis,man_68,68,0,26.3839709363,(none),-1,-1,-1.0000000000
0.2465072919,monitoring,man_68,68,0,26.3840191405,(none),-1,-1,-1.0000000000,CD4,1132.9
0.2485399726,formation,man_75,75,0,59.2640434471,woman_180,180,1,20.4101547975
0.2501832353,chronicstage,woman_185,185,1,27.0247612744,(none),-1,-1,-1.0000000000
0.2502470082,chronicstage,man_46,46,0,75.8391896720,(none),-1,-1,-1.0000000000
0.2505954019,chronicstage,woman_126,126,1,2.5387234850,(none),-1,-1,-1.0000000000
0.2506201246,chronicstage,man_96,96,0,20.6079341722,(none),-1,-1,-1.0000000000
0.2506649403,chronicstage,man_22,22,0,1.8356108664,(none),-1,-1,-1.0000000000
0.2507351207,chronicstage,woman_101,101,1,6.8342616073,(none),-1,-1,-1.0000000000
0.2508202029,chronicstage,woman_153,153,1,21.0089165683,(none),-1,-1,-1.0000000000
0.2508682436,chronicstage,man_25,25,0,34.9231928914,(none),-1,-1,-1.0000000000
0.2508802689,chronicstage,man_58,58,0,22.2253727277,(none),-1,-1,-1.0000000000
0.2509298688,chronicstage,man_28,28,0,44.7265348560,(none),-1,-1,-1.0000000000
0.2510458536,chronicstage,man_7,7,0,43.1603647448,(none),-1,-1,-1.0000000000
0.2510580177,chronicstage,woman_105,105,1,29.3719082648,(none),-1,-1,-1.0000000000
0.2512665039,chronicstage,woman_197,197,1,4.1013369296,(none),-1,-1,-1.0000000000
0.2512863567,chronicstage,woman_187,187,1,67.5564676579,(none),-1,-1,-1.0000000000
0.2513129044,chronicstage,woman_178,178,1,56.4870695005,(none),-1,-1,-1.0000000000
0.2513997789,chronicstage,man_16,16,0,45.8620766057,(none),-1,-1,-1.0000000000
0.2515122355,chronicstage,woman_106,106,1,9.4270024894,(none),-1,-1,-1.0000000000
0.2516584164,chronicstage,man_10,10,0,50.4836321925,(none),-1,-1,-1.0000000000
0.2518502898,chronicstage,woman_104,104,1,39.5131320792,(none),-1,-1,-1.0000000000
0.2519368840,chronicstage,woman_120,120,1,58.1856318291,(none),-1,-1,-1.0000000000
0.2519389389,chronicstage,man_50,50,0,19.0269807382,(none),-1,-1,-1.0000000000
0.2519437881,chronicstage,man_34,34,0,21.1762468417,(none),-1,-1,-1.0000000000
0.2519822472,chronicstage,woman_183,183,1,29.5368355285,(none),-1,-1,-1.0000000000
0.2520242252,chronicstage,woman_112,112,1,23.9316178619,(none),-1,-1,-1.0000000000
0.2520427472,chronicstage,woman_111,111,1,60.4684828510,(none),-1,-1,-1.0000000000
0.2520770713,chronicstage,woman_189,189,1,24.2742138106,(none),-1,-1,-1.0000000000
0.2521170126,chronicstage,woman_133,133,1,22.7650178378,(none),-1,-1,-1.0000000000
0.2521489119,chronicstage,man_81,81,0,4.0440437090,(none),-1,-1,-1.0000000000
0.2522204252,chronicstage,man_68,68,0,26.3897322739,(none),-1,-1,-1.0000000000
0.2522614869,chronicstage,woman_143,143,1,30.7941965118,(none),-1,-1,-1.0000000000
0.2522685399,chronicstage,man_11,11,0,13.8511742655,(none),-1,-1,-1.0000000000
0.2523834199,chronicstage,woman_194,194,1,14.1853762324,(none),-1,-1,-1.0000000000
0.2524148123,chronicstage,woman_154,154,1,75.5457205585,(none),-1,-1,-1.0000000000
0.2524237630,chronicstage,man_43,43,0,30.3492977188,(none),-1,-1,-1.0000000000
0.2525261358,chronicstage,woman_138,138,1,36.1926482704,(none),-1,-1,-1.0000000000
0.2525307370,chronicstage,man_84,84,0,35.3423720818,(none),-1,-1,-1.0000000000
0.2526094183,chronicstage,man_37,37,0,42.0449544227,(none),-1,-1,-1.0000000000
0.2526094283,aidsstage,man_37,37,0,42.0449544327,(none),-1,-1,-1.0000000000
0.2527056178,chronicstage,man_54,54,0,25.8597260672,(none),-1,-1,-1.0000000000
0.2543322464,dissolution,man_69,69,0,36.4965003055,woman_177,177,1,34.0727832698
0.2543322464,(relationshipended),man_69,69,0,36.4965003055,woman_177,177,1,34.0727832698,formationtime,0.1792130977,relationage,0.0751191486
0.2711017700,formation,man_19,19,0,52.3092070214,woman_185,185,1,27.0456798091
0.2724495586,dissolution,man_86,86,0,60.0653323101,woman_200,200,1,21.6428070963
0.2724495586,(relationshipended),man_86,86,0,60.0653323101,woman_200,200,1,21.6428070963,formationtime,0.2057746356,relationage,0.0666749230
0.2808230882,formation,man_24,24,0,23.2509633007,woman_159,159,1,15.7372057843
0.2839214318,diagnosis,woman_178,178,1,56.5196780279,(none),-1,-1,-1.0000000000
0.2839848570,monitoring,woman_178,178,1,56.5197414531,(none),-1,-1,-1.0000000000,CD4,858.642
0.2960935265,diagnosis,woman_154,154,1,75.5893992728,(none),-1,-1,-1.0000000000
0.2961971926,monitoring,woman_154,154,1,75.5895029389,(none),-1,-1,-1.0000000000,CD4,1207.69
0.3133507291,diagnosis,man_50,50,0,19.0883925284,(none),-1,-1,-1.0000000000
0.3134581289,monitoring,man_50,50,0,19.0884999282,(none),-1,-1,-1.0000000000,CD4,942.654
0.3187053785,dissolution,man_43,43,0,30.4155793343,woman_104,104,1,39.5799871678
0.3187053785,(relationshipended),man_43,43,0,30.4155793343,woman_104,104,1,39.5799871678,formationtime,0.1011691702,relationage,0.2175362084
0.3262073842,diagnosis,man_84,84,0,35.4160487289,(none),-1,-1,-1.0000000000
0.3262527449,monitoring,man_84,84,0,35.4160940897,(none),-1,-1,-1.0000000000,CD4,959.802
0.3377370617,formation,man_75,75,0,59.3532405363,woman_152,152,1,41.7207200749
0.3392954210,formation,man_24,24,0,23.3094356335,woman_156,156,1,38.4651557772
0.3558270714,formation,man_34,34,0,21.2801301249,woman_177,177,1,34.1742780948
0.3640970049,finalaidsstage,man_37,37,0,42.1564420092,(none),-1,-1,-1.0000000000
0.3669452499,formation,man_68,68,0,26.5044570985,woman_142,142,1,37.0464920458
0.3735895657,formation,man_7,7,0,43.2829084570,woman_193,193,1,27.6738670883
0.3773580947,formation,man_24,24,0,23.3474983072,woman_133,133,1,22.8902589200
0.3807300583,formation,man_33,33,0,24.1594258702,woman_176,176,1,24.2012332692
